,Number,Program Title,Program Type,Program Genre,Network,First Air Year,Last Air Year,Program Description,id,title,imdb_index,kind_id,production_year,imdb_id,phonetic_code,episode_of_id,season_nr,episode_nr,series_years,correct_name,name_ratio
83,6283, the patti page show ,series, variety, abc,1958,1959.0," music and songs with singer patti page as the host. the series ran from september 24, 1958 to march 16, 1959. ted mills is the producer. hostess: patti page. regulars: rocky cole, the jerry packer singers, the matt mattox dancers. orchestra: vic schoen. ",475196,city hospital,nan,2,1951,nan,c3213,nan,nan,nan,1951-1953, the patti page show ,100.0
84,8401, to tell the truth ,series, game, cbs,1956,1958.0," through a series of question-and-answer rounds, a celebrity panel of four must determine which of three guests, each of whom claims to be the same person, is telling the truth. cash prizes are awarded to the players based on the number of incorrect guesses on the part of the panel. the series ran in prime time from december 18, 1956 to may  22, 1967; and on cbs daytime from december 18, 1962 to september 6, 1968. host: clayton ""bud"" couyer. panelists: phyllis newman, sally ann howes, peggy cass, tom poston, orson bean, kitty carlisle, milt kamen, joan fontaine, sam levenson, dr. joyce brothers, polly bergen, dick van dyke, john cameron swayze, hildy parks. announcer: johnny olsen. ",194339,arthur godfrey and his friends,nan,2,1949,nan,a6362,nan,nan,nan,1949-1959, to tell the truth ,100.0
85,1309, cbs cartoon theater ,series, cartoon, cbs,1956,nan," a short-lived series of theatrical cartoons featuring heckle and jeckle, gandy goose and little roguefort. the series ran from june 13, 1956 to september 5, 1956. cast: dick van dyke {host), arthur kay {voice of gandy goose), dayton allen {voice of heckle), ron halee {voice of heckle), dayton allen {voice of jeckle), ron halee {voice of jeckle), tom morrison {voice of little roguefort), tom morrison {voice of percy the cat). ",79346,adventures in jazz,nan,2,1949,nan,a3153,nan,nan,nan,1949-????, cbs cartoon theater ,95.0
86,1309, cbs cartoon theater ,series, cartoon, cbs,1956,nan," a short-lived series of theatrical cartoons featuring heckle and jeckle, gandy goose and little roguefort. the series ran from june 13, 1956 to september 5, 1956. cast: dick van dyke {host), arthur kay {voice of gandy goose), dayton allen {voice of heckle), ron halee {voice of heckle), dayton allen {voice of jeckle), ron halee {voice of jeckle), tom morrison {voice of little roguefort), tom morrison {voice of percy the cat). ",80134,adventures of wild bill hickok,nan,2,1951,nan,a3153,nan,nan,nan,1951-1958, cbs cartoon theater ,86.0
87,5250, meet mcgraw ,series, crime drama, nbc,1957,1958.0," a man, known only as mcgraw, is a private detective who cannot stay in one place long enough to settle down. he enjoys moving from city to city to find business. he calls himself ""a professional busy body"" and stories relate the cases he finds by minding other people's business. cast: frank lovejoy {mcgraw). ",422835,cbs television quiz,nan,2,1941,nan,c1234,nan,nan,nan,1941-1942, meet mcgraw ,100.0
88,6132, oss ,series, adventure, abc,1957,1958.0," europe during world war ii is the setting. frank hawthorne is an agent for the united states intelligence service, otherwise known as the office of strategic services. stories, which are based on actual case histories, relate frank's undercover assignments behind enemy lines. cast: ron rondell {frank hawthorne), robert galileo {sergeant o'brien), lionel murton {o.s.s. chief). ",398943,capitol cloak room,nan,2,1949,nan,c1342,nan,nan,nan,1949-1950, oss ,60.0
89,2292, the dupont show of the month ,series, anthology, cbs,1957,1961.0," a varying series of programs, including comedy, drama, musicals, and mysteries; original stories and adaptations from books and broadway. sponsored by the dupont corporation. the series, which produced 42 episodes, aired from september 29, 1957 to march  21, 1961. performers include: carol lynley, sir cedric hardwicke, john carradine, christopher plummer, peggy ann garner, diana lynn, viveca lindfors, sal mineo, basil rathbone, anna maria alberghetti, agnes moorehead, shirley jones, harpo marx, donald o'connor, richard burton, art carney, elizabeth montgomery, siobhan mckenna, fredric march, sir john gielgud, roddy mcdowall, ben gazzara, martin balsam, franchot tone, dina merrill, eli wallach, lee j. cobb, inga swenson, richard harris, boris karloff, richard basehart, julie harris, inger stevens, elizabeth ashley, e.g. marshall. ",104236,all around the town,nan,2,1951,nan,a4653,nan,nan,nan,1951-1952, the dupont show of the month ,100.0
90,2096, divorce court ,series, drama, syn.,1957,nan," a long running daily series that dramatized divorce cases based on actual records. the program begins with attorneys presenting their opening statements and the testimony from witnesses. the judge's cross examination follows with a verdict given at the end of the episode. actors portray the litigants; student lawyers portray the attorneys. cast: voltaire perkins {judge), bill walsh {announcer/commentator), colin mayer {announcer/ commentator). ",962126,frontier justice,nan,2,1958,nan,f6536,nan,nan,nan,1958-1961, divorce court ,100.0
91,2926, the further adventures of spin and marty ,series, comedy, abc,1957,nan," a sequel to spin and marty that continues to relate events in the lives of spin evans and marty markham, campers at the triple r ranch summer camp. the story concerns itself with the rivalry that ensues between spinand marty for the affections of annette, a very pretty girl attending the circle h girls camp. broadcast as 13 segments of the mickey mouse club. jim logan is the triple r ranch owner; darlene is annette's friend; bill burnett is the triple r counselor; ollie is the triple r wrangler; moochie, ambitious, joe, george and speckle are triple r campers. see also the new adventures of spin and marty. cast: tim considine {spin evans), david stouery (marty markhani), annette funicello {annette), darlene gillespie {darlene), roy barcroft {jim logan), harry carey, jr. {bill burnett), dennis moore {ollie), kevin corcoran {moochie o'hara), b.g. norman {ambitious), sammy ogg {joe), joe wong {george), tim hartnagel {speckle). theme song: ""theme from spin and marty"" by william lava. ",638926,december bride,nan,2,1954,nan,d2516,nan,nan,nan,1954-1959, the further adventures of spin and marty ,95.0
92,3987, it's a small world ,pilot, comedy, syn.,1957,nan," the pilot film for leave it to beaver. the story of wally and beaver cleaver, two young brothers, and their experiences growing up in a small american town. in the pilot episode, the boys set out to collect one thousand franklin milk company bottle caps to win a free bicycle. despite reviewers' objections that it's a small worldy^as ""horribly juvenile,"" it did go on to launch the now classic ""beaver"" series. originally titled wally and the beaver. broadcast as a segment of studio '57other regulars: ward and june, the boys' parents; mr. baxter, ward's boss; and frankie, wally's friend. cast: barbara biuingsley {june cleaver), casey adams {ward cleaver), jerry mathers {beaver cleaver), paul sullivan {wally cleaver), richard deacon {mr. baxter), harry shearer {frankie). guest cast: diane brewster {miss simms), joseph kearns {fred cowley). note: in the series tony dow played wally; hugh beaumont was ward; richard deacon became fred rutherford; and frankie became eddie haskell (played by ken osmond). ",909380,father knows best,nan,2,1954,nan,f3625,nan,nan,nan,1954-1960, it's a small world ,100.0
93,2924, the further adventures of ellery queen ,series, crime drama, nbc,1958,1959.0," stories follow the cases of ellery queen, a sophisticated gentleman detective and writer living in new york city, as he helps his father, inspector richard queen of the n.y.p.d., solve crimes to acquire story material. an updated version of the adventures of ellery queen. see also ellery queen. cast: george nader {ellery queen), lee philips {ellery queen; later), les tremayne {insp. richard queen). ",400535,captain midnight,nan,2,1954,nan,c1353,nan,nan,nan,1954-1958, the further adventures of ellery queen ,100.0
94,3310, haggis baggis ,series, game, nbc,1958,1959.0," each of the four contestants who compete picks a category from a large board. a related question is read. if the player answers correctly, a small portion of a concealed photograph is revealed. if the player can identify the photograph, he wins the round; if not, another question is read and so on until the photograph is identified. the player with the most correct identifications is the winner and receives his choice of two sets of prizes: the haggis (luxury) or baggis (utility). the series ran in prime time from june 20, 1958 to september 29, 1958; and on nbc daytime from june 30, 1958 to june 19,  1959. host: (evening run): jack linkletter, dennis james. host: (daytime run): fred robbins, bert parks. assistant: lillian naud. ",304078,billy boone and cousin kib,nan,2,1950,nan,b4153,nan,nan,nan,1950-????, haggis baggis ,100.0
95,3310, haggis baggis ,series, game, nbc,1958,1959.0," each of the four contestants who compete picks a category from a large board. a related question is read. if the player answers correctly, a small portion of a concealed photograph is revealed. if the player can identify the photograph, he wins the round; if not, another question is read and so on until the photograph is identified. the player with the most correct identifications is the winner and receives his choice of two sets of prizes: the haggis (luxury) or baggis (utility). the series ran in prime time from june 20, 1958 to september 29, 1958; and on nbc daytime from june 30, 1958 to june 19,  1959. host: (evening run): jack linkletter, dennis james. host: (daytime run): fred robbins, bert parks. assistant: lillian naud. ",324804,blues by bargy,nan,2,1949,nan,b4216,nan,nan,nan,1949-1950, haggis baggis ,100.0
96,2732, flight ,series, anthology, syn.,1958,nan, dramatizations based on true stories from the files of the united states air force. casts and stories vary with each episode. host: general george c. kenney. ,705190,do you trust your wife,nan,2,1956,nan,d3623,nan,nan,nan,1956-1963, flight ,90.0
97,1110, the buick electra playhouse ,series, anthology, cbs,1959,1960.0," the overall title for four adaptations of stories by ernest hemingway. sponsored by buick automobiles.  1. the killers (november 11, 1959) with dean stockwell, dane clark, ray walston, richard burton and sally ann howes.  2. the fifth column (january 29, 1960) with maximilian schell, robert ryan, ann todd.  3. the snows of kilimanjaro (march 3, 1960) with james gregory, janice rule, eleanor parker.  4. the gambler (may 19, 1960) with richard conte, george chandler, charles bickford. ",78738,adventure showcase,nan,2,1959,nan,a3153,nan,nan,nan,1959-????, the buick electra playhouse ,95.0
98,1996, the dennis o'keefe show ,series, comedy, cbs,1959,1960.0," the home and working life of hal towne, a los angeles newspaperman who writes a column called ""all about towne."" hal is a recent widower and the father of a young son (randy); they are cared for by sarge, hal's soldierlike housekeeper. karen hadley is hal's editor and eliot is randy's friend. cast: dennis o'keefe {hal towne), ricky kelman {randy towne), hope emerson {sarge), eloise hardt {icaren hadley), eddie ryder {eliot). ",103752,alkali ike,nan,2,1950,nan,a4242,nan,nan,nan,1950-????, the dennis o'keefe show ,100.0
99,3731, hotel de paree ,series, western, cbs,1959,1960.0," ""there is no law in georgetown, colorado [1870s] _êî only what a man makes for himself,"" says a man known only as sundance, an exgunfighter turned law enforcer. sundance was born in tombstone, arizona, and is now half owner of the hotel de paree, ""one of the west's most colorful gathering places."" sundance is partners with a french woman named annette devereaux and her niece, monique. sundance, also called ""the sundance kid,"" has a very special trademark: a black stetson with a hatband of ten small mirrors. he has a dog named useless and carries a colt .45, which he will only use (or wear) when there is a need. sundance also has a knack for whittling. stories follow sundance as he attempts to run the hotel and uphold the peace. aaron donager runs donager's general store and is sweet on ""miss annette"" (who enjoys playing checkers with him). dimitri tiomkin composed the theme, ""sundance."" cast: earl houiman {sundance), jeanette nolan {annette devereaux), judi meredith {monique devereaux), strother martin {aaron donager). ",100501,alfred hitchcock presents,nan,2,1955,nan,a4163,nan,nan,nan,1955-1962, hotel de paree ,100.0
100,3900, the indian ,pilot, western, abc,1959,nan," the pilot film for law of the plainsman. during a battle between the cavalry and apache indians, a 14-year-old brave encounters a wounded army captain. instead of killing the captain, the brave befriends him and assists him by acquiring help. the captain and the brave, whom the captain names sam buckhart, soon become blood brothers. two years later, after the captain is killed in an indian ambush, sam inherits a vast wealth that enables him to attend harvard university, as once did the captain. with a desire to help his people, sam becomes a u.s. marshal (he patrols the new mexico territory of the 1880s). in the pilot episode, broadcast as a segment of the rifleman, sam encounters hostility when he attempts to bring a white man to justice.cast: michael ansara {sam buckhart). guest cast: chuck connors {lucas mccain), johnny crawford {mark mccain), paul fix {micah torrance), herbert rudley {gorman), lewis charles {slade), mickey simpson {tub), frank dekova (old chief), eddie little sky {apache). ",559551,crime syndicated,nan,2,1951,nan,c6525,nan,nan,nan,1951-1953, the indian ,81.0
101,5073, manhunt ,series, crime drama, syn.,1959,nan," howard finucane is a lieutenant with the san diego police department. ben andrews is a police reporter for the san diego dispatch. stories follow their case investigations as they team to solve crimes that involve the search for criminals on run from the law. cast: victor jory {howard finucane), patrick mcvey {ben andrews), charles bateman {det. george peters), chuck henderson {det. dan kramer), michael steffany {det paul kirk), robert crawford {det. phil bums), todd armstrong {det. carl spencer).",373484,by popular demand,nan,2,1950,nan,b1463,nan,nan,nan,1950-????, manhunt ,100.0
102,5603, the music shop ,series, variety, nbc,1959,nan," performances by the recording industry's top artists. the series, hosted by band leader buddy bregman, ran from january 11, 1959 to march 8,  1959. maurice duke is the producer. ",443558,"charlie wild, private detective",nan,2,1950,nan,c6431,nan,nan,nan,1950-1952, the music shop ,100.0
