Number,Program Title,Program Type,Program Genre,Network,First Air Month,First Air Day,First Air Year,Last Air Month,Last Air Day,Last Air Year,Program Description
8077, Tales of the Texas Rangers. ,Series, Drama, ABC,,,1955,,,1957," Dramatizations based on the files of the Texas Rangers, North America's oldest law enforcement organization. Stories detail the investigations of Rangers Jace Pearson and Clay Morgan and the time-honored method of crime control from the 1830s to the 1950s. Cast: Willard Parker {Jace Pearson), Harry Lauter {Clay Morgan). "
8173, The Tennessee Ernie Ford Show. ,Series, Variety, NBC,,,1955,,,1957," Music and songs with country and western singer Tennessee Ernie Ford as the host. The series ran from January 3, 1955 to June 28, 1957. Host: Tennessee Ernie Ford. Regulars: Molly Bee, Doris Drew, Reginald Gardner, The Voices of Walter Schumann. Announcer: Skip Farrell. Orchestra: Walter Schumann, Jack Fascinato. "
8620, The 20th Century-Tox Hour. ,Series, Anthology, CBS,,,1955,,,1957," Forty-five adaptations of 20th Century-Fox theatrical films. The adaptations include The Late George Apley, Miracle on 34th Street, Fourteen Hours, Crackup, Phone Call from a Stranger, Deception, Gun in His Hand, Broken Arrow, Stranger in the Night, The Ghost and Mrs. Muir, The Moneymaker, Mr. 880, Men in Her Life and Remember the Day. Performers Include: Raymond Massey, Ann Harding, Joanne Woodward, Macdonald Carey, Teresa Wright, Thomas Mitchell, Sandy Descher, Hans Conried, Cameron Mitchell, Sylvia Sidney, Vera Miles, Bette Davis, Gary Merrill, Barbara Ruick, Linda Darnell, Trevor Howard, John WiUiams, Robert Wagner, Debra Paget, Charles Drake, Ricardo Montalban, Rita Moreno, John Lupton, Michael Wilding, Tom Conway, Robert Sterling, Terry Moore, Spring Byington, Phyllis Kirk, Beverly Washburn, Kendall Scott. "
8895, Warner Bros. Presents. ,Series, Drama, ABC,,,1955,,,1957," The overall title for four rotating series. See the following titles for information: Casablanca (1955 version); Cheyenne, Conflict and King's Row. The series ran from September 13, 1955 to September 10, 1957. Gig Young is the host. "
79, Adventures in Sherwood Forest. ,Series, Adventure, CBS,,,1955,,,1958, The alternate title for The Adventures of Robin Hood. See this title for information. 
119, The Adventures of Robin Hood. ,Series, Adventure, CBS,,,1955,,,1958," ""Robin Hood, Robin Hood, riding through the glen; Robin Hood, Robin Hood, with his band of Merry Men; feared by thebad, loved by the good, Robin Hood...."" The series, set in Uth century England, relates the adventures of Robin Hood, the most celebrated of outlaws (who stole from the rich to give to the poor) and his band of Merry Men (free-born Englishmen loyal to the king who have established a base of operations in Sherwood Forest), as they battle the evils of Prince John (seeking to usurp the throne from King Richard) and the Sheriff of Nottingham (Prince John's cohort). The series is also known a&amp; Adventures in Sherwood Forest. Cast: Richard Greene {Robin Hood), Bernadette O'Farrell {Maid Marian Fitzwatef), Patricia DriscoU {Maid Marian Fitzwater; later), Donald Pleasence {Prince John), Alan Wheatley {Sheriff of Nottinghani), Alexander Gauge {Friar Tuck/Francis Tucker), Archie Duncan {Little John/John Little), Rufus Cruikshank {Little John/John Little; later), Paul Eddington {Will Scarlet/Will of Winchester), Ronald Howard {Will Scarlet/Will of Winchester; later), Ian Hunter {Sir Richard the Lion-Hearted), Gillian Sterrett {Lady Genevieve), Geraldine Hahan {Jenny; Maid Marian's servant), Peter Asher {King Arthur), Jill Esmond {Queen Eleanor), Hugh McDermott {Duncan), Brian Worth {Sir Hubert), Peter Hammond {Bartholomew), Greta Gynt {Lady Margaret), Paul Eddington {Count Duprez). Theme Song: ""Robin Hood"" by Carl Sigman. "
356, Andy's Gang. ,Series, Comedy, NBC,,,1955,,,1958," A revised version of Smilin Ed's Gang (see entry). Our genial host, Andy Devine, first appeared to say, ""Hiya, kids, it's Andy's Gang."" Andy and his gang (the studio audience) then sang the theme: ""I got a gang, you got a gang, everybody's gotta have a gang; but there's only one gang for me _Êî good old Andy's Gang.""Children of all ages were then led into a world where the unreal became real. Andy usually began each program with Andy's Story Time. Seated on stage in a large easy chair, he opened a rather big book called Andy's Stories. As he read a chapter, a filmed segment was shown. Most often, Andy's stories related the thrilling, serialized adventures of ""Gunga, the Elephant Boy"" (originally Ghanga Rama on ""Smilin Ed's Gang""). These tales, set in Bakore, India, followed the exploits of Gunga and his friend Rama as they performed hazardous assignments for the Maharajah. Segments about either Grandie the Talking Piano or Midnight the Cat and Squeaky the Mouse followed. The talented cat and mouse performed like a vaudeville team (for example, while Squeaky played his ukulele, Midnight would dance on her hind legs). Finally came the most popular segment. Andy, standing next to a grandfather clock, would say, ""North or south, east or west, wherever you are, Froggie the Gremlin, we want you to become visible. Plunk your magic twanger, Froggie."" A puff of smoke and the magical and mischievous Froggie the Gremlin (a rubber frog toy) would appear. After a brief chat with Andy, the show's weekly guest arrived and Froggie would do his best to annoy him (for instance, guest Alan Reed would say, ""Greetings and salutations, everyone, it is I, Algernon Archibald Percival Shortfellow the poet."" Froggie would immediately interrupt: ""He's crazy, he is, he is."" The poet would respond, ""Yes, I'm crazy I am, I am. No, no, no...."" Total chaos followed as the poet tried to recite his poems.) With the conclusion of Froggie's segment also came the end of our Saturday half-hour stay at Andy's clubhouse. Andy appeared one last time to say, ""Yes, sir, we're pals and pals stick together. And now, don't forget church or Sunday school. And remember, Andy's Gang will get together right here at this same time next week. So long, fellows and gals."" Cast: Andy Devine {Host), Nino Marcel {Gunga}, Vito Scotti {Rama), Lou Merrill {Maharajah), Lou Krugman {Maharajah; later), June Foray {Voice of Grandie), Frank Ferrin {Voice of Froggie the Gremlin). "
4664, Let's Take a Trip. ,Series, Children, CBS,,,1955,,,1958, Sonny Fox hosts a program that attempts to help children learn about the world in which they live via visits to places on interest. Ginger McManus and Brian Flanegan assists him. 
5170, Matinee Theater. ,Series, Anthology, NBC,,,1955,,,1958," A daily afternoon series of live and filmed dramatic productions produced in California. The series aired from October 31, 1955 to June 27, 1958. Host: John Conte. Performers Include: Shelley Fabares, Chuck Connors, Richard Boone, Kevin McCarthy, James Dunn, Adrienne Marden, Geraldine Page, Judith Evelyn, John Hoyt, Grant Williams, Richard Jaeckel, Cara Williams, Angle Dickinson, Melinda Plowman, Sarah Churchill, Ann Harding, Karen Sharpe, Alan Hale, Jr., John Carradine, Betty Lynn, Jeannie Carson, Zsa Zsa Gabor, Alan Young, Marcia Henderson, Craig Stevens, Jim Backus, Carol Ohmart, Johnny Crawford, Constance Ford, Diane Jergens, Victor Jory, Susan Oliver, George Peppard, Roddy McDowall, Maureen O'Sullivan, Roger Moore, Gloria Talbot, Mary LaRoche, Barbara Billingsley, Patrick Macnee. "
5727, Navy Log. ,Series, Anthology," CBS, ABC",,,1955,,,1958," Dramatizations based on incidents in the lives of the men in service of the United States Navy. The series ran on CBS from September  20, 1955 to September 25, 1956; and on ABC from October 17, 1956 to September 25, 1958; 102 episodes were produced. Performers Include: Richard Crane, Beverly Garland, Robert Montgomery, Regis Toomey, James Cagney, Clint Eastwood, Steve Brodie, Brenda Lee, Ernest Borgnine, Peter Hansen, Ross Elliott, John Doucette, Robert Shayne, Henry Kulky, Veda Ann Borg, Chick Chandler, Sally Eraser, Gayle Kellogg, Alvy Moore, Dabbs Greer, Peter Whitney, Philip Ahn, Les Tremayne, Jerry Paris, Russell Hicks, Virginia Hale, Douglas Kennedy, Leonard Nimoy, Sue Carlton, Dani Sue Nolan, Russ Conway, Martin Milner, Jimmy Lydon, Paul Richards. "
6342, The People's Choice. ,Series, Comedy, CBS,,,1955,,,1958," New City California, is a city built in a hurry. It is famous for its lettuce crops, and it is near Los Angeles. Some people have streetUghts, some have no sewers, some have terrible roads. Socrates (""Sock"") Miller and his aunt, Augusta ""Gus"" Bennett, live in a trailer camp in New City's Paradise Park. Sock, who graduated from Cornell University (Phi Beta Kappa), was raised by his aunt followinghis parents' deaths when he was three years old. He served a hitch in Korea (as a marine sergeant) and is now an ornithologist for the government's Bureau of Fish and Wildlife. His job is to ""follow the birds"" (he files reports on migratory birds, as their flights foretell climatic conditions and aid farmers when planting crops). There is one other resident living with Sock _Êî his basset hound, Cleo. Cleo was six months old when Sock, a corporal at the time, won her in a crap game. Cleo, whose thoughts can be heard by voiceover dubbing, is glad that Sock can't talk for her _Êî ""If he could, I'd be off the show."" One day Sock befriends Amanda (""Mandy"") Peoples, the pretty daughter of New City's mayor, John Peoples, when she becomes stranded on a country road and he stops to fix her flat tire. It seems like love at first sight. Mandy feels that Sock is the right man to fill a city council vacancy. She delivers a television speech in which she urges voters to elect Sock as their 5th District councilman. If they want paved roads, sewers and streetlights, then Sock Miller is their man. Sock wins the election and is given an oflice on the first floor of the Municipal Building. (Sock received special permission from the Department of Fish and Wildlife, Western Division, to remain in New City until his term of office is completed.) Two marriages resulted on the series. Aunt Gus married Mayor Peoples and Sock married Mandy in  1957. Shortly after his marriage, Sock applies for a position as a lawyer with Barker Amalgamated in New York City. They hire Sock _Êî but as the sales manager for Barkerville, a housing development with 294 houses for sale ""20 miles from nowhere."" Houses sell for $15,995, and Sock and Mandy live rent free in the model house (number 119). Valerie Delmar (Jean Porter) was Sock's girlfriend before Mandy; lawyer Roger Crutcher (John Stephenson) was Mandy's boyfriend prior to Sock. John calls Sock ""Nature Boy"" and Gus ""Mousey."" He also owns part interest in a whaling ship in Seattle. Hexley (""Hex"") RoUo is a friend of Sock's from childhood who now resides in New City. They were in the marines together; when stationed at Fort Baxter, RoUo (who is cursed with bad luck) lost a 20 ton amphibious tank. Pierre Quincy is Sock's friend, an eccentric painter. Sock calls him the ""Michelangelo of Paradise Trailer Park."" He is a member of the local Artists' Club and calls Cleo ""Funny Face."" Theme: ""The People's Choice,"" by Lou Kosloff. Cast: Jackie Cooper {Sock Miller) , Patricia Breslin {Mandy Peoples), Margaret Irving {Gus Bennett), Paul Maxey {John Peoples), Dick Wesson {Rollo), Leonid Kinsley {Pierre), Mary Jane Croft {Voice of Cleo)."
7202, Scotland Yard. ,Series, Crime Drama, Syn.,,,1955,,,1958," Dramatizations based on the files of the Criminal Investigation Division of New Scotland Yard in London, England. The series ran in syndication from 1955-1957 and on ABC from November 17, 1957 to April 6, 1958. Cast: Edgar Lustgarten {Host-Narrator), Russell Napier {Inspector Duggan), Ken Henry {Inspector Ross), Arthur Mason {Sergeant Mason) . "
7492," The $64,000 Question. ",Series, Game, CBS,,,1955,,,1958," Players, who possess knowledge in at least one specific field, compete. The player begins by answering one question, which is worth one dollar. Each additional question doubles the previous amount of money; however, an incorrect response defeats a player who loses everything he has won up to that point. When ten questions are correctly answered, the player reaches the first plateau of $512. The money is frozen and remains his. If the player answers the next three questions correctly, he reaches the second plateau of $4,000. For the remaining four plateaus ($8,000, $16,000, $32,000 and $64,000), the player is placed in an isolation booth and asked extremely difficult questions. A player's winnings are based on his success at each ofthese plateaus; or his decision to quit at a specific point and leave with what money he has already won. See also the extension series. The $64,000 Challenge. The series ran from June 7, 1955 to November 2, 1958. When under sponsorship of Revlon Cosmetics, the player was placed in ""The Revlon Isolation Booth."" Host: Hal March. Assistant: Lynn Dollar. Announcer: Wayne Howell. Judge: Dr. Bergen Evans."
904, The Bob Cummings Show. ,Series, Comedy," NBC, CBS",,,1955,,,1959, The original title for what is now known in syndication as Love That Bob. See this title for information. 
4614, Latvrence Welk's Top Tunes and New Talent. ,Series, Variety, ABC,,,1955,,,1959," An extension series based on ABC's The Lawrence Welk Show that presents music, songs and performances byaspiring but undiscovered talent. The series, under the sponsorship of Plymouth Automobiles, is also known as The Plymouth Show Starring Lawrence Welk. Edward Sobel and Sam Lutz are the producers. Host: Lawrence Welk. Regulars: Alice Lon, Myron Floren, Buddy Merrill, Dick Dale, Larry Hooper, Larry Dean, Bob Lido, Dianne Lennon, Janet Lennon, Kathy Lennon, Peggy Lennon, Bob Brunner, Brenda Kay, Marjorie Meinert. Musicians: (Lawrence Welk's Little Orchestra; children): Allan Imback, Warren Luening, Cubby O'Brien, Tom Owens, Mike Quatro, Brian Siebman, Bown Wagner, JefF Woodruff, Pee Wee Spitelers. Announcer: Bob Orrin. Music: George Gates. "
4891, Love That Bob. ,Series, Comedy," NBC, CBS",,,1955,,,1959," The name on the office door reads ""Bob Collins _Êî Photography."" Robert (""Bob"") Collins, a swinging young bachelor, is owner of the downtown Hollywood studio. Bob lives with his widowed sister, Margaret MacDonald, and her teenage son, Charles (""Chuck"") MacDonald, at 804 Grummond Road. Bob was born in Joplin, Missouri, and is descended from Scottish ancestors. He served in the air force during World War IL Bob is simply a suave and sophisticated ladies' man whose job is to photograph the world's most beautiful women. He considers his models ""lumps of clay. I mold them into bright, shimmering butterflies. I give them grace, style and charm."" Bob shoots fashion layouts for various magazines. He can make girls swoon, and he desperately seeks to avoid the path to matrimony. His worst month is June _Êî when girls are the most marriage-minded and he finds it extremely difficult to remain a bachelor. Bob says he is married _Êî to his camera: ""Any other type of marriage is a serious commitment and 1 need my time before settling down. I need to find the right person _Êî no matter how many girls I have to date to find her."" ""Margaret is young and attractive,"" Bob says. ""I keep telling her she should get married again, but does she listen to me? No."" Margaret takes care of thehouse, cooks, cleans, does the shopping and manages to find a little romance _Êî but despite what Bob thinks is best for her, she is not ready to settle down again. (Her longest romance was with Paul Fonda, Bob's World War II air force buddy. Paul is now an airline pilot [a captain] and married one of his stewardesses, Betty Havilland [Dorothy Johnson] .) Margaret considers Bob a father for Chuck: ""He's a kind man. He lets us share his house and is putting Chuck through school."" But Margaret also says, ""Chuck has been raised in an atmosphere of girls, girls, girls."" This has been a delight for Chuck, who hopes that whatever his Uncle Bob has, it can be inherited by a nephew. Chuck first attended Hollywood High School (where he was on the R.O.T.C. drill team). He joined the National Guard after graduation and in last season episodes enrolled in Gridley College (majoring in premed). Francine Williams was Chuck's original girlfriend; Carol Henning replaced her in last season episodes (she enrolled in nearby Beaumont College). ""When Bob decides to get married, there is someone waiting for him _Êî me,"" says Charmaine Schultz, better known as Schultzy, Bob's plain-looking girl Friday. Schultzy is totally dedicated to Bob and in love with him _Êî ""I can't compete with the models on the sofa, but give me the kitchen and food and I'll land him."" Bob has found the perfect assistant in Schultzy (who calls him ""Boss""). Bob says. ""Before Schultzy, I would train girls only to lose them to marriage."" The hours may be long at times, but Bob rarely complains when it comes to photographing his beautiful models. The voluptuous blonde bombshell, Shirley Swanson, is the model dead set on marrying Bob. Shirley, who measures 38-26-36, is very jealous and called the ""Wild Flower"" by Bob (Schultzy calls her ""Blondie""). Other recurring models included CoUette DuBois, a French knockout Bob called his ""Sly Little Thief""; Marie DiPaolo is an Italian model Bob calls ""My Little Venutian Ambassador of Loveliness."" She calls him ""Roberto""; Mary Beth Hall and Ingrid are two additional models who worked for and drove Bob crazy. Bob, like his father, is a photographer; but before them there was and still is ""Josh Collins _Êî Photography,"" a business run by Bob's elderly but young at heart grandfather, Joshua (""Josh"") Collins, in Joplin, Missouri. Grandpa Collins (Bob Cummings in a dual role) lives in a drafty old house his father built (and died in from pneumonia). He calls Bob ""Young Rooster,"" Chuck ""Chuckle Boy"" and Margaret ""Mag Pie."" Other Roles: Harvey Helm is Bob's friend, a henpecked wholesale furniture salesman for the Gravener Furniture Company. He calls Bob ""BobbyBoy"" and was his co-pilot during the war. ""Harvey brings home the bacon, but his wife decides how to sHce it,"" says Bob. Harvey is married to Ruthie, a former swimsuit model of Bob's. Carol, Chuck's girlfriend, is Ruthie's niece. Pamela Livingston is Bob's friend, a member of the Bird Watchers' Society. Frank Crenshaw is the sailor with a crush on Schultzy. Kay Michael is the actress Bob dated. Martha Randolph is Schultzy's husband-hunting friend. Relatives: Tammy Marihugh (Bob's niece. Tammy Johnson), Bonita Granville (Schultzy's cousin. Bertha), Charlie Herbert (Harvey and Ruth's son. Tommy Helm). The series ran on NBC from January 2, 1955 to September 25, 1955; on CBS from October 5, 1955 to September 19, 1957; and on NBC from September 22, 1957 to September 15, 1959. Note: Love That Bob is the now established title for a series that was originally called The Bob Cummings Show. In both versions, the music is the same (as is Bob's opening line: ""Hold it, I think you're gonna like this picture""). The only change is the title. Cast: Bob Cummings {Bob Collins), Rosemary DeCamp (Margaret MacDonald), Dwayne Hickman {Chuck MacDonald), Ann B. Davis {Charmaine ""Schultzy"" Schultz), King Donovan {Harvey Helm), Mary Lawrence {Ruth Helrn), Charles Herbert {Tommy Hehn), Joi Lansing {Shirley Swansori), Lyle Talbot {Paul Fonda), Diane Jergens {Francine Williams), Olive Sturgess {Carol Hennin^, Robert Ellis {Joe DePew; Chuck's friend), Jeff Silver {Jimmy Lloyd), Nancy Kulp {Pamela Livingston), Dick Wesson {Frank Crenshaw; Schultzy's friend) , Gloria Marshall {Mary Beth Hall; a model). Tammy Marihugh {Tammy Johnson), Ingrid Goude {Lngrid), Lisa Gaye {Colette DuBois), Bob Cummings {Josh Collins), Marjorie Bennett {Fanny Neemeyer; Margaret's friend) , Kathleen Freeman {Bertha Krause; Schultzy's friend). Rose Marie {Martha Randolph), Lola Albright {LGiy Michael). Models: Donna Foster, Julie Bennett, Penny Edwards, Jean Moorhead, Katherine Hughes, Barbara Wilson, Lisa Davis, Carole Conn, Carol LeVegue, Jeanne Vaughn, Jan Harrison, June Kirby, Leigh Snowden, Patricia Blake, Jeanne Evans, Patricia Murlin, Gloria Robertson, Elaine Edwards, Rose Beaumont, Sylvia Lewis, Marjorie Tenny, Suzanne Alexander, Barbara Long. Announcer: Bill Baldwin. Theme: ""Theme from the Bob Cummings Show,"" by Mahlon Merrick. "
5314, The Mickey Mouse Club. ,Series, Children, ABC,,,1955,,,1959," For an hour (later half an hour) each weekday afternoon, children of all ages were entertained by a group of talented children (called ""Mouseketeers"") who were members of the Mickey Mouse Club. There were no rules and there were no fees; the only requirement was to have fun _Êî to sit back, ""put on your Mouseke-ears"" and join the Mouseketeers in songs, dances and sketches. ""Who's the leader of the club that's made for you and me"" meant the start of the show and fun with club leader Mickey Mouse and his friends. While Mickey Mouse appeared in animated form to introduce each episode, it was Jimmie Dodd and co-host Roy Williams who actually conducted the club. The stage was the official Mouse Club House and the Mouseketeers were introduced in many ways via song. The sight of Mickey, seated at a piano meant it was Monday and ""Fun with Music Day."" Tuesday found Mickey in a tuxedo and preparing for ""Guest Star Day."" A flying carpet, carrying Mickey in a sorcerer's suit, meant Wednesday's ""Anything Can Happen Day."" Thursday's ""Circus Day"" found Mickey dressed as a ringmaster. And ""Talent Round Up Day"" was the Friday show, with Mickey outfitted in cowboy duds. ""Time to twist our Mouseke-dial to the right and left with a great big smile; this is the way we get tosee a mouse cartoon for you and me. Meeska, Mooseka, Mouseketeer, Mouse Cartoon Time is now here"" (a door to the Mickey Mouse Treasure Mine would then open and a Disney cartoon would be seen). ""From the far corners of the Earth; from across the Seven Seas, the stories of today for the leaders of tomorrow"" signaled the beginning of ""The Mickey Mouse Club Newsreel"" (reported by Hal Gibney). ""Fun with a Camera"" was a segment with photographer Earl Kyser teaching the Mouseketeers aspects of photography. A daily serial was also a part of the program. For information on the major serials that were presented, see the following titles: Annette, Corky and White Shadow, The Hardy Boys and the Mystery of the Applegate Treasure, The Hardy Boys and the Mystery of Ghost Farm, Spin and Marty, The Further Adventures of Spin and Marty and The New Adventures of Spin and Marty. Other segments included the animated Jiminy Cricket in safety segments for children, and ""Sooty and His Friend Harry Corbett"" (Harry is the straight man for his non-speaking hand puppet. Sooty, who plays songs on his electric organ). Jimmie Dodd, who played the Mouseguitar (especially made by the Mattel Toy Company), concluded each show with a Words of Wisdom segment. (For example, Jimmie, holding a rubber band, would say, ""You know, Mouseketeers, this rubber band is a lot like truth. You can twist it but it will always come back the way it was. It is strong, but you can stretch it. The more you stretch it, the thinner it gets. Finally you can't stretch it any further and it's so thin you can't hold it _Êî and that's the time it's going to snap back. And when it does, you're the one that's been hurt. The truth is just the same as it was. You haven't changed it; but by twisting and stretching it, you've hurt yourself."") ""Now it's time to say goodbye to all our company. M-I-C (see you real soon), K-E-Y (why? Because we like you). M-O-U-S-Eeeeee."" See also the following title and The New Mickey Mouse Club. Host: Jimmie Dodd. Co-Host: Roy Williams. Assistant: Bob Amsberry. Voice of Jiminy Cricket: Cliff Edwards. Voice of Mickey Mouse: Jim MacDonald. Mouseketeers: Annette Funicello, Darlene Gillespie, Carl ""Cubby"" O'Brien, Karen Pendleton, Bobby Burgess, Tommy Cole, Cheryl Holdridge, Lynn Ready, Doreen Tracy, Linda Hughes, Lonny Burr, Bonni Lynn Fields, Sharon Baird, Ronnie Young, Jay Jay Solari, Margene Storey, Nancy Annate, Billie Jean Beanblossom, Mary Espinosa, Bonnie Lou Kern, Mary Lou Sartori, Bronson Scott, Dennis Day, Dickie Dodd, Michael Smith, Johnny Crawford, Ronald Steiner, Mark Sutherland, Don Underbill, Sherry Allen, Paul Petersen, Judy Harriett, John Lee Johnson, Eileen Diamond, CharleyLaney, Mickey Rooney, Jr., Tim Rooney, Larry Larson, Don Grady. Theme Music: ""The Mickey Mouse Club March"" by Jimmie Dodd. "
6359, The Perry Como Show. ,Series, Variety, NBC,,,1955,,,1959," An hour-long program of musicand songs with singer Perry Como as the host. The series ran from September 17, 1955 to June 6, 1959. Host: Perry Como. Regulars: Geri Fontaine, Margie Fontaine, Bea Fontaine, Mindy Carson, Don Adams, Joey Heatherton, Kaye Ballard, Milt Kamen, Sandy Stewart, The Ray Charles Singers, The Louis Da Pron Dancers. Announcer: Ed Herlihy, Frank Gallop. "
6398, The Phil Silvers Show. ,Series, Comedy, CBS,,,1955,,,1959," Master Sergeant Ernest Bilko is stationed at the Camp Freemont army base at Fort Baxter in Kansas (later episodes are set in Grove City, California). There, he is in charge of the 3rd Platoon of the Company B Motor Pool (24th Division), and is totally dedicated to acquiring money by manipulating the U.S. Army for his own personal benefit. Bilko, a master con artist, began his ""career"" during World War IL At that time he was with the 38th Division and stationed on New Guinea; he supplied the USO girls with something they desperately needed but were unable to get _Êî nylon stockings, at five dollars a pair. After the war, Bilko, a master at pool and cards, was transferred to Fort Baxter where he now commands Company B: Privates Duane Doberman, Dino Paparelli, Sam Fender, Fielding Zimmerman, and Corporal Henshaw. The base cook, Rupert Ritzik, is Bilko's main patsy. John T. (""Jack"") Hall is the commanding officer. Other soldiers are: Corporal Rocco Barbella, Sergeant Francis Grover, Private MuUin, Private Lester Mendelsohn, Private Greg Chickeriny and Sergeant Stanley Sowicki. WAG Master Sergeant Joan Hogan is Bilko's girlfriend; ""Stacked"" Stacy is the waitress at the local diner. The series was originally titled You'll Never Get Rich and is also known as Sergeant Bilko. Cast: Phil Silvers {Sgt. Ernest Bilko), Paul Ford {Col John T. Hall), Maurice Gosfield {Pvt. Duane Doberman), Billy Sands {Pvt. Dino Paparelli), Herbie Faye {Pvt. Sam Fender), Mickey Freeman {Pvt. Fielding Zimmerman), A)l\w Melvin {Corporal Henshaw), Joe E. Ross {Sgt. Rupert Ritzik), Elisabeth Eraser {Sgt. Joan Hogan), Billy Sands {Pvt. Dino Paparelli), Herbie Faye {Pvt. Sam Fender), Mickey Freeman {Pvt. Fielding Zimmerman), Harvey Lembeck {CpL Rocco Barbella), Jimmy Little {Sgt. Francis Grover), Jack Healy {Private Mullin), Gerald Hiken {Pvt. Lester Mendelsohn), Bruce Kirby {Pvt. Greg Chickeriny), Harry Clark {Sgt. Stanley Sowicki), Walter Carrier {Private Dillingham), P.J. Sidney {Pvt.P.J. Palmer), Hope Sansberry (Nell Hall; John' wife), Nelson Olmstead {Captain Hodges), John Gibson {Chaplain), Barbara Barrie {Edna; a nurse), Beatrice Pons {Emma Ritzik; Rupert's wife), Danny Dayton {Sergeant Coogan), Nicholas Saunders {Captain Barker), Ned Glass {Sgt. Andy Pendleton), Tige Andrews {Private Gander), Maurice Brenner {Private Fleishman), Kay Lighter {Helen; a WAQ, Julie Newmar {""Stacked"" Stacy), Heywin Broome, Jr. {Major Spangler; post doctor), Sal Dano {Angelo Barbella; Rocco's brother), Skippy Colby {Edna; Hall's secretary), Betty Walker {Hattie Fender; Sam's wife), Toni Romer {Agnes Sowicki; Stanley's wife), George Richards {Stanley Sowicki, Jr.; Stanley's sori), Doreen McLean {Joan's mother), Harry Adams {Joan's father), George Kennedy {Various M.P roles). Announcer: Bern Bennett. Theme: ""Bilko's Theme"" by John Strauss. "
7286, Sergeant Bilko. ,Series, Comedy, CBS,,,1955,,,1959, The alternate title for The Phil Silvers Show. See this title for information. 
1695, Country Music Jubilee. ,Series, Variety, ABC,,,1955,,,1960," The alternate title for Jubilee, U.S.A. See this title for information. "
4254, Jubilee U.S.A. ,Series, Variety, ABC,,,1955,,,1960," A weekly program of performances by country and western artists that is also known as Ozark Jubilee. Host: Red Foley. Regulars: Wanda Jackson, Marvin Rainwater, Suzi Arden, Chuck Bowers, Norma Jean, Smiley Burnette, Shug Fisher, Pete Stamper, Bobby Lord and His Timber Jack Trio, Uncle Cyp and Aunt Sap Brasfield, Slim Wilson and His Jubilee Band, The Promenaders, The Marksmen, Bill Wimberly and His Country Rhythm Boys."
5353, The Millionaire. ,Series, Drama, CBS,,,1955,,,1960," A man, seated behind a desk, speaks: ""My name is Michael Anthony. For many years, I was executive secretary to the late multibiUionaire, John Beresford Tipton. He was one of the very few men who ever earned, by the use of his phenomenal brain, a fortune that ran into the billions of dollars. Among my duties was the unique job of delivering one million dollars which Mr. Tipton frequently gave away tax free, to a total stranger."" Of the 2.5 billion people populating the world in  1955, only 19 were worth $500 million or more. One such man was John Beresford Tipton (never fully seen). Mr. Tipton lived a life of treasured seclusion and conducted his business activities from Silverstone, his 60,000 acre estate. Here, he indulged in many hobbies, the most unusual of which began when his doctor told him that he must find a means of relaxation. Mr. Tipton, seated in his study, is toying with one of his ivory chess figures, when he sends for his executive secretary, Michael Anthony. ""You sent for me, sir?"" ""You know, Mike,"" Tipton says, ""these chessmen were the first luxury I ever allowed myself ... I decided to make my hobby a chess game with human beings ... I'm going to choose a number of people for my chessmen and give them each a million dollars. The bank will issue the check.... No one is to ever know that I'm the donor. I want a complete report on what happens to each person's life in writing."" After Mr. Tipton's death, the will instructed Michael Anthony to reveal the files of people, selected by a means known only to Mr. Tipton, who were mysteriously presented with a tax free cashier's check for one million dollars. Via flashback sequences, John Beresford Tipton's intrusion on fate is revealed as stories disclose how the money helped or hindered lives. John Beresford Tipton issued 188 checks for onemillion dollars (drawn on the Gotham City Trust and Savings Bank). His unique hobby was related to the subject of human nature. ""Every subject in his vast store of knowledge was close analysis and was always related to the behavior and destiny of man."" Each check recipient must sign a document agreeing never to reveal the exact nature of the gift or its amount. Spouses can be told, but telling anyone else results in a forfeiture of any remaining monies. The series' catchphrases were : (Mike) ""You sent for me, sir,"" and (Tipton, handing Mike a check) ""Mike, our next millionaire."" The series is also known as If You Had a Million. Cast: Marvin Miller {Michael Anthony), Paul Frees {John Beresford Tipton), Roy Gordon {Andrew V. McMahon; bank vice president). Announcer: Ed Herlihy. "
