id,title,imdb_index,kind_id,production_year,imdb_id,phonetic_code,episode_of_id,season_nr,episode_nr,series_years
1842941,The Fourth Brother,,7,1959,,F6316,1842926,1,20,
1842942,The Gunsmith,,7,1958,,G5253,1842926,1,3,
1842943,The Hostage,,7,1958,,H232,1842926,1,8,
1842944,The Killers,,7,1959,,K462,1842926,1,26,
1842945,The Long Rifle,,7,1958,,L5261,1842926,1,11,
1842946,The Red Coat,,7,1958,,R323,1842926,1,2,
1842947,The Secret of the Cliff,,7,1959,,S2631,1842926,1,17,
1842948,The Traitor,,7,1958,,T636,1842926,1,13,
1842949,The Witch,,7,1959,,W32,1842926,1,22,
1842950,Trial by Fire,,7,1959,,T6416,1842926,1,25,
1842951,Vengeance Trail,,7,1958,,V5252,1842926,1,14,
1842952,War Sign,,7,1958,,W625,1842926,1,12,
1845045,Nothing But the Best,,2,1953,,N3521,,,,1953-????
1845047,(#1.2),,7,1953,,,1845045,1,2,
1890238,Oldsmobile Music Theatre,,2,1959,,O4325,,,,1959-????
1890240,Too Bad About Sheila Troy,,7,1959,,T1313,1890238,,,
1892362,Bernstein: A Musical Travelogue,,7,1957,,B6523,1892346,6,11,
1892364,Capital Punishment,,7,1958,,C1341,1892346,7,1,
1892365,Dancing: A Man's Game,,7,1958,,D5252,1892346,7,3,
1892380,La Perichole,,7,1958,,P624,1892346,6,19,
1892382,Life of Samuel Johnson,,7,1957,,L1254,1892346,6,13,
1892388,Moment of Truth,,7,1958,,M5313,1892346,6,23,
1892394,Mrs. McThing,,7,1958,,M6252,1892346,6,25,
1892402,Power Among Men,,7,1959,,P6525,1892346,7,11,
1892406,School for Wives,,7,1957,,S2416,1892346,6,8,
1892422,The Empty Chair,,7,1958,,E5132,1892346,7,2,
1892429,The Lady's Not for Burning,,7,1958,,L3253,1892346,6,29,
1892431,The Life of Samuel Johnson,,7,1957,,L1254,1892346,,,
1892441,The Reindeer Men,,7,1958,,R5365,1892346,6,30,
1892445,The Submariners,,7,1958,,S1565,1892346,5,2,
1892446,The Suburban Review,,7,1958,,S1615,1892346,6,17,
1892459,What Makes Opera Grand?,,7,1958,,W3521,1892346,6,27,
1900806,A Case of Sudden Death,,7,1957,,C2123,1900805,1,26,
1900807,Alibi for Murder,,7,1957,,A4165,1900805,1,24,
1900808,Death in the Snow,,7,1956,,D3532,1900805,1,7,
1900809,Dog vs. Biddeford,,7,1957,,D2121,1900805,1,13,
1900811,Fatal Charm,,7,1957,,F3426,1900805,1,31,
1900813,Law Is for the Lovers,,7,1956,,L2163,1900805,1,6,
1900814,Libel in the Wax Museum,,7,1957,,L1453,1900805,1,14,
1900816,The Case of the Abandoned Horse,,7,1957,,C2131,1900805,1,23,
1900817,The Case of the Absent Man,,7,1957,,C2131,1900805,1,25,
1900818,The Case of the Double Trouble,,7,1957,,C2131,1900805,1,18,
1900819,The Case of the Forgotten Man,,7,1957,,C2131,1900805,1,17,
1900820,The Case of the Girl on the Elsewhere,,7,1957,,C2132,1900805,1,30,
1900821,The Case of the Jealous Bomber,,7,1957,,C2132,1900805,1,22,
1900822,The Case of the Panicky Man,,7,1957,,C2131,1900805,1,19,
1900823,The De Santre Story,,7,1956,,D2536,1900805,1,5,
1900824,The Deadly Chain,,7,1957,,D3425,1900805,1,29,
1900825,The Fourth Witness,,7,1956,,F6352,1900805,1,11,
1900826,The Freeman Case,,7,1957,,F652,1900805,1,20,
1900827,The Gentle Voice of Murder,,7,1957,,G5341,1900805,1,27,
1900828,The Ghost of Devil's Island,,7,1957,,G2313,1900805,1,21,
1900829,The Jameson Case,,7,1956,,J5252,1900805,1,10,
1900830,The Lie Detector Game,,7,1957,,L3236,1900805,1,16,
1900832,The Nevada Nightingale,,7,1956,,N1352,1900805,1,3,
1900833,The Person and Property of Margery Hay,,7,1956,,P6253,1900805,1,9,
1900834,The Secret of Polanta,,7,1957,,S2631,1900805,1,28,
1900835,The Tichborne Claimant,,7,1957,,T2165,1900805,1,15,
1900836,The Trial of Colonel Blood,,7,1957,,T6412,1900805,1,12,
1900837,The Trial of Edward Pritchard,,7,1956,,T6413,1900805,1,1,
1900838,The Trial of Mary Surratt,,7,1956,,T6415,1900805,1,8,
1900839,Twice in Peril,,7,1956,,T2516,1900805,1,4,
1900840,We Who Love Her,,7,1956,,W416,1900805,1,2,
1906463,One Man's Family,,2,1949,,O5215,,,,1949-1952
1922603,Operation Neptune,,2,1953,,O1635,,,,1953-????
1932986,Our American Heritage,,2,1959,,O6562,,,,1959-1961
1932991,The Practical Dreamer,,7,1959,,P6232,1932986,1,2,
1936733,Outlook,,2,1957,,O342,,,,1957-1963
1947737,Panhandle Pete and Jennifer,,2,1950,,P5341,,,,1950-????
1947811,Panic!,,2,1957,,P52,,,,1957-????
1947812,Ashley and Son,,7,1958,,A2453,1947811,2,4,
1947813,Botulism,,7,1957,,B3425,1947811,1,16,
1947814,Child's Play,,7,1957,,C4321,1947811,1,13,
1947815,Courage,,7,1957,,C62,1947811,1,10,
1947816,Double Identity,,7,1958,,D1435,1947811,2,9,
1947817,Emergency,,7,1958,,E5625,1947811,2,1,
1947818,Fingerprints,,7,1958,,F5261,1947811,2,12,
1947819,Fire Lookout Post,,7,1958,,F6423,1947811,2,3,
1947820,Flight,,7,1958,,F423,1947811,2,10,
1947821,Hear No Evil,,7,1958,,H6514,1947811,2,2,
1947822,Hit and Run,,7,1957,,H3536,1947811,1,14,
1947823,Love Story,,7,1957,,L1236,1947811,1,17,
1947824,Marooned,,7,1957,,M653,1947811,1,9,
1947825,Mayday,,7,1957,,M3,1947811,1,15,
1947826,Nightmare,,7,1957,,N2356,1947811,1,7,
1947827,Parole,,7,1958,,P64,1947811,2,11,
1947828,Patrol,,7,1958,,P364,1947811,2,6,
1947829,Peter and the Tiger,,7,1957,,P3653,1947811,1,11,
1947830,Reincarnated,,7,1957,,R5265,1947811,1,18,
1947831,Stranded,,7,1958,,S3653,1947811,2,5,
1947832,Survivors,,7,1958,,S6162,1947811,2,7,
1947833,The Airline Hostess,,7,1957,,A6452,1947811,1,6,
1947834,The Amnesiac,,7,1958,,A52,1947811,2,8,
1947835,The Boy,,7,1957,,B,1947811,1,3,
1947836,The Embezzler,,7,1957,,E5124,1947811,1,5,
1947837,The Priest,,7,1957,,P623,1947811,1,1,
1947838,The Prisoner,,7,1957,,P6256,1947811,1,2,
1947839,The Subway,,7,1957,,S1,1947811,1,4,
1947840,The Vigilantes,,7,1957,,V2453,1947811,1,12,
1947841,Twenty-Six Hours to Sunrise,,7,1958,,T5326,1947811,2,13,
1947842,Two Martinis,,7,1957,,T5635,1947811,1,8,
1958286,Paris Cavalcade of Fashions,,2,1948,,P6214,,,,1948-1949
1960550,Parlor Party,,2,1950,,P6461,,,,1950-1954
1961616,Party Line,,2,1947,,P6345,,,,1947-????
1961932,Party Time at Club Roma,,2,1950,,P6353,,,,1950-1951
1982631,People Are Funny,,2,1954,,P1461,,,,1954-1961
1986570,Perry Presents,,2,1959,,P6162,,,,1959-????
1986573,(#1.11),,7,1959,,,1986570,1,11,
1988906,Pete Kelly's Blues,,2,1959,,P3242,,,,1959-????
1988907,The 16-Bar Tacet,,7,1959,,B6323,1988906,1,13,
1988908,The Baby Ray Story,,7,1959,,B1623,1988906,1,6,
1988909,The Emory Cusack Story,,7,1959,,E5623,1988906,1,10,
1988910,The Envelope Story,,7,1959,,E5141,1988906,1,3,
1988911,The Fitzhugh Story,,7,1959,,F3236,1988906,1,11,
1988912,The Gus Trudo Story,,7,1959,,G2363,1988906,1,9,
1988913,The Joe Artevekian Story,,7,1959,,J6312,1988906,1,12,
1988914,The June Gould Story,,7,1959,,J5243,1988906,1,2,
1988915,The Mike Reegan Story,,7,1959,,M2625,1988906,1,7,
1988916,The Poor Butterfly Story,,7,1959,,P6136,1988906,1,4,
1988917,The Rompy Thompson Story,,7,1959,,R5135,1988906,1,8,
1988918,The Steve Porter Story,,7,1959,,S3163,1988906,1,1,
1988919,The Tex Biglowe Story,,7,1959,,T2124,1988906,1,5,
1989245,Peter Gunn,,2,1958,,P3625,,,,1958-1961
1989253,Breakout,,7,1959,,B623,1989245,1,27,
1989254,Bullet for a Badge,,7,1959,,B4316,1989245,1,34,
1989257,Crisscross,,7,1959,,C6262,1989245,2,2,
1989261,Death House Testament,,7,1958,,D3232,1989245,1,11,
1989263,Death Is a Red Rose,,7,1959,,D3263,1989245,2,5,
1989268,Edge of the Knife,,7,1959,,E3213,1989245,2,3,
1989269,Edie Finds a Corpse,,7,1959,,E3153,1989245,1,22,
1989270,February Girl,,7,1959,,F1626,1989245,1,30,
1989275,Image of Sally,,7,1958,,I5212,1989245,1,9,
1989277,Keep Smiling,,7,1959,,K1254,1989245,1,26,
1989278,Kidnap,,7,1959,,K351,1989245,2,8,
1989279,Kill from Nowhere,,7,1959,,K4165,1989245,1,35,
1989280,Lady Windbell's Fan,,7,1959,,L3531,1989245,1,33,
1989282,Let's Kill Timothy,,7,1959,,L3243,1989245,1,17,
1989284,Love Me to Death,,7,1959,,L153,1989245,1,31,
1989285,Lynn's Blues,,7,1958,,L5214,1989245,1,7,
1989288,Murder on the Midway,,7,1959,,M6365,1989245,1,19,
1989289,"Pay Now, Kill Later",,7,1959,,P5243,1989245,1,28,
1989290,Pecos Pete,,7,1959,,P213,1989245,1,20,
1989292,Protection,,7,1959,,P6323,1989245,2,1,
1989293,Rough Buck,,7,1958,,R212,1989245,1,8,
1989294,Scuba,,7,1959,,S21,1989245,1,21,
1989301,Sisters of the Friendless,,7,1958,,S2362,1989245,1,14,
1989302,Skin Deep,,7,1959,,S2531,1989245,1,29,
1989305,Streetcar Jones,,7,1958,,S3632,1989245,1,2,
1989307,Terror on the Campus,,7,1959,,T6532,1989245,2,13,
1989310,The Blind Pianist,,7,1958,,B4531,1989245,1,4,
1989311,The Briefcase,,7,1959,,B612,1989245,2,12,
1989313,The Chinese Hangman,,7,1958,,C5252,1989245,1,6,
1989314,The Coffin,,7,1959,,C15,1989245,1,37,
1989315,The Comic,,7,1959,,C52,1989245,2,4,
1989320,The Dirty Word,,7,1959,,D6363,1989245,1,23,
1989322,The Family Affair,,7,1959,,F5416,1989245,1,32,
1989323,The Feathered Doll,,7,1959,,F3634,1989245,2,7,
1989324,The Frog,,7,1958,,F62,1989245,1,5,
1989325,The Fuse,,7,1959,,F2,1989245,1,16,
1989326,The Game,,7,1959,,G5,1989245,2,10,
1989330,The Jockey,,7,1958,,J2,1989245,1,13,
1989332,The Kill,,7,1958,,K4,1989245,1,1,
1989333,The Leaper,,7,1958,,L16,1989245,1,15,
1989334,The Lederer Story,,7,1959,,L3623,1989245,1,25,
1989337,The Man with the Scar,,7,1958,,M5326,1989245,1,10,
1989339,The Missing Night Watchman,,7,1959,,M2525,1989245,1,18,
1989344,The Portrait,,7,1959,,P6363,1989245,1,38,
1989345,The Price Is Murder,,7,1959,,P6256,1989245,2,11,
1989346,The Rifle,,7,1959,,R14,1989245,2,9,
1989349,The Torch,,7,1958,,T62,1989245,1,12,
1989350,The Ugly Frame,,7,1959,,U2416,1989245,1,24,
1989351,The Vicious Dog,,7,1958,,V232,1989245,1,3,
1989352,The Wolfe Case,,7,1959,,W412,1989245,2,14,
1989353,The Young Assassins,,7,1959,,Y5252,1989245,2,6,
1989356,Vendetta,,7,1959,,V53,1989245,1,36,
1992846,Phillies Jackpot Bowling,,2,1959,,P4213,,,,1959-1961
1994802,Picture This,,2,1948,,P2363,,,,1948-1949
2009179,Playwrights '56,,2,1955,,P4623,,,,1955-????
2009180,Adam and Evening,,7,1956,,A3531,2009179,1,13,
2009181,"Daisy, Daisy",,7,1955,,D232,2009179,1,5,
2009182,Flight,,7,1956,,F423,2009179,1,12,
2009183,Honor,,7,1956,,H56,2009179,1,20,
2009184,Keyhole,,7,1956,,K4,2009179,1,18,
2009185,Lost,,7,1956,,L23,2009179,1,9,
2009186,Nick and Letty,,7,1956,,N2534,2009179,1,19,
2009187,Return to Cassino,,7,1956,,R3653,2009179,1,11,
2009188,Snow Job,,7,1955,,S521,2009179,1,4,
2009189,The Answer,,7,1955,,A526,2009179,1,1,
2009190,The Battler,,7,1955,,B346,2009179,1,2,
2009191,The Center of the Maze,,7,1956,,C5361,2009179,1,16,
2009192,The Day the Trains Stopped Running,,7,1956,,D3652,2009179,1,8,
2009193,The Heart's a Forgotten Hotel,,7,1955,,H6321,2009179,1,3,
2009194,The Sound and the Fury,,7,1955,,S5353,2009179,1,6,
2009195,The Undiscovered Country,,7,1956,,U5321,2009179,1,14,
2009196,The Waiting Place,,7,1955,,W3521,2009179,1,7,
2009197,This Business of Murder,,7,1956,,T2125,2009179,1,10,
2009199,You Sometimes Get Rich,,7,1956,,Y2535,2009179,1,17,
2009198,You and Me and the Gatepost,,7,1956,,Y5353,2009179,1,15,
2037622,Portrait of America,,2,1949,,P6363,,,,1949-????
2043230,Practice Tee,,2,1949,,P6232,,,,1949-????
2047190,Press Conference,,2,1956,,P6251,,,,1956-????
2052781,Princess Sagaphi,,2,1948,,P6521,,,,1948-1949
2057333,Producers' Showcase,,2,1954,,P6326,,,,1954-1957
2057334,Bloomer Girl,,7,1956,,B4562,2057333,2,10,
2057335,Caesar and Cleopatra,,7,1956,,C2653,2057333,2,7,
2057336,Call to Freedom,,7,1955,,C4316,2057333,1,4,
2057337,Cinderella,,7,1957,,C5364,2057333,3,10,
2057338,Cyrano de Bergerac,,7,1955,,C6531,2057333,2,2,
2057339,Darkness at Noon,,7,1955,,D6252,2057333,1,8,
2057340,Dateline,,7,1954,,D345,2057333,1,3,
2057341,Dateline II,,7,1955,,D345,2057333,2,3,
2057342,Dodsworth,,7,1956,,D3263,2057333,2,9,
2057343,Festival of Magic,,7,1957,,F2314,2057333,3,12,
2057344,Festival of Music (#2),,7,1956,,F2314,2057333,3,4,
2057345,Festival of Music,,7,1956,,F2314,2057333,2,6,
2057346,Happy Birthday,,7,1956,,H163,2057333,2,11,
2057347,Jack and the Beanstalk,,7,1956,,J2531,2057333,3,3,
2057348,Mayerling,,7,1957,,M6452,2057333,3,6,
2057349,Mr. Broadway,,7,1957,,M6163,2057333,3,11,
2057350,Our Town,,7,1955,,O635,2057333,2,1,
2057351,Peter Pan,,7,1955,,P3615,2057333,1,7,
2057352,Peter Pan,,7,1956,,P3615,2057333,2,5,
2057353,Reunion in Vienna,,7,1955,,R515,2057333,3,8,
2057354,Romeo and Juliet,,7,1957,,R5324,2057333,3,7,
2057355,Rosalinda,,7,1956,,R2453,2057333,2,12,
2057356,Ruggles of Red Gap,,7,1957,,R2421,2057333,3,5,
2057357,State of the Union,,7,1954,,S3135,2057333,1,2,
2057358,The Barretts of Wimpole Street,,7,1956,,B6321,2057333,2,8,
2057359,The Fourposter,,7,1955,,F6123,2057333,1,11,
2057360,The Great Sebastians,,7,1957,,G6321,2057333,3,9,
2057361,The King and Mrs. Candle,,7,1955,,K5253,2057333,,,
2057362,The Letter,,7,1956,,L36,2057333,3,2,
2057363,The Lord Don't Play Favorites,,7,1956,,L6353,2057333,3,1,
2057364,The Petrified Forest,,7,1955,,P3613,2057333,1,9,
2057365,The Skin of Our Teeth,,7,1955,,S2516,2057333,1,12,
2057366,The Sleeping Beauty,,7,1955,,S4152,2057333,2,4,
2057367,The Women,,7,1955,,W5,2057333,1,6,
2057368,Tonight at 8:30,,7,1954,,T523,2057333,1,1,
2057369,Wide Wide World II,,7,1957,,W3643,2057333,,,
2057370,"Wide, Wide World",,7,1955,,W3643,2057333,1,10,
2057371,Yellow Jack,,7,1955,,Y42,2057333,1,5,
2061055,Project XX,,2,1954,,P6232,,,,1954-1970
2061057,Call to Freedom,,7,1957,,C4316,2061055,,,
2061067,Nightmare in Red,,7,1955,,N2356,2061055,,,
2061072,The Innocent Years,,7,1957,,I5253,2061055,,,
2061074,The Jazz Age,,7,1956,,J2,2061055,,,
2069000,Public Prosecutor,,2,1947,,P1421,,,,1947-1951
2071896,Puppet Playhouse,,2,1947,,P1314,,,,1947-1960
2071897,(#12.46),,7,1959,,,2071896,12,46,
2071898,(1948-05-15),,7,1948,,,2071896,,,
2071899,(1949-04-14),,7,1949,,,2071896,,,
2071900,(1949-04-27),,7,1949,,,2071896,,,
2071901,(1949-05-12),,7,1949,,,2071896,,,
2071903,(1949-08-25),,7,1949,,,2071896,,,
2071904,(1950-06-26),,7,1950,,,2071896,,,
2071905,(1950-06-28),,7,1950,,,2071896,,,
2071906,(1950-08-14),,7,1950,,,2071896,,,
2071907,(1951-04-11),,7,1951,,,2071896,,,
2071908,(1951-09-10),,7,1951,,,2071896,,,
2071909,(1951-09-11),,7,1951,,,2071896,,,
2071910,(1951-09-12),,7,1951,,,2071896,,,
2071911,(1951-09-13),,7,1951,,,2071896,,,
2071912,(1951-09-14),,7,1951,,,2071896,,,
2071913,(1953-07-31),,7,1953,,,2071896,,,
2071914,(1954-05-07),,7,1954,,,2071896,,,
2071915,(1955-01-31),,7,1955,,,2071896,,,
2071916,(1955-09-12),,7,1955,,,2071896,,,
2071917,(1955-10-03),,7,1955,,,2071896,,,
2071918,(1956-06-01),,7,1956,,,2071896,,,
2071919,(1956-06-16),,7,1956,,,2071896,,,
2071920,(1956-07-14),,7,1956,,,2071896,,,
2071921,(1957-03-09),,7,1957,,,2071896,,,
2071922,(1957-04-20),,7,1957,,,2071896,,,
2071923,(1957-08-24),,7,1957,,,2071896,,,
2071924,(1957-09-21),,7,1957,,,2071896,,,
2071925,(1957-10-05),,7,1957,,,2071896,,,
2071926,(1957-12-14),,7,1957,,,2071896,,,
2071927,(1958-01-04),,7,1958,,,2071896,,,
2071928,(1958-01-11),,7,1958,,,2071896,,,
2071929,(1958-02-15),,7,1958,,,2071896,,,
2071930,(1958-03-03),,7,1958,,,2071896,,,
2071931,(1958-06-07),,7,1958,,,2071896,,,
2071932,(1958-06-14),,7,1958,,,2071896,,,
2071933,(1958-09-06),,7,1958,,,2071896,,,
2071934,(1958-12-13),,7,1958,,,2071896,,,
2071935,(1959-03-07),,7,1959,,,2071896,,,
2071936,(1959-03-28),,7,1959,,,2071896,,,
2071937,(1959-04-11),,7,1959,,,2071896,,,
2071938,(1959-04-18),,7,1959,,,2071896,,,
2071939,(1959-05-02),,7,1959,,,2071896,,,
2071940,(1959-08-22),,7,1959,,,2071896,,,
2071941,(1959-10-31),,7,1959,,,2071896,,,
2071942,(1959-11-28),,7,1959,,,2071896,,,
2071950,Scuttlebutt,,7,1958,,S2341,2071896,,,
2071951,The Prize Fight,,7,1959,,P6212,2071896,,,
2071952,The Yodstick King: Part 1,,7,1958,,Y3232,2071896,,,
2071953,The Yodstick King: Part 2,,7,1958,,Y3232,2071896,,,
2071954,Val Carny,,7,1958,,V4265,2071896,,,
2083093,Queen for a Day,,2,1956,,Q5163,,,,1956-1964
2087609,Quick on the Draw,,2,1950,,Q2536,,,,1950-????
2090858,R.F.D. America,,2,1949,,R1356,,,,1949-????
2128286,Remember This Date,,2,1950,,R5163,,,,1950-1951
2129985,Rendezvous with Music,,2,1950,,R5321,,,,1950-????
2139834,Act of Grace,,7,1959,,A2312,2139831,3,20,
2139839,Bookie,,7,1959,,B2,2139831,3,21,
2139858,Hoodlum,,7,1959,,H345,2139831,3,19,
2139863,Marked for Murder,,7,1959,,M6231,2139831,3,29,
2139867,No Laughing Matter,,7,1959,,N4252,2139831,3,24,
2139868,One Dead Cat,,7,1959,,O5323,2139831,3,31,
2139880,The Adjuster,,7,1959,,A3236,2139831,3,28,
2139882,The Caller,,7,1959,,C46,2139831,3,30,
2139884,The Client,,7,1959,,C453,2139831,3,22,
2139885,The Counselor,,7,1959,,C5246,2139831,3,26,
2139891,The Image,,7,1959,,I52,2139831,3,27,
2139894,The Messenger,,7,1959,,M2526,2139831,3,25,
2139902,The Runaway,,7,1959,,R5,2139831,3,23,
2147156,Riverboat,,2,1959,,R1613,,,,1959-1961
2147157,A Night at Trapper's Landing,,7,1959,,N2361,2147156,1,9,
2147158,A Race to Cincinnati,,7,1959,,R2325,2147156,1,4,
2147159,About Roger Mowbray,,7,1959,,A1362,2147156,1,3,
2147164,Escape to Memphis,,7,1959,,E2135,2147156,1,7,
2147167,Guns for Empire,,7,1959,,G5216,2147156,1,14,
2147169,Jessie Quinn,,7,1959,,J25,2147156,1,12,
2147174,Payment in Full,,7,1959,,P5351,2147156,1,1,
2147177,Strange Request,,7,1959,,S3652,2147156,1,13,
2147180,The Barrier,,7,1959,,B6,2147156,1,2,
2147182,The Boy from Pittsburgh,,7,1959,,B1651,2147156,1,11,
2147183,The Face of Courage,,7,1959,,F2126,2147156,1,15,
2147184,The Faithless,,7,1959,,F342,2147156,1,10,
2147186,The Fight Back,,7,1959,,F2312,2147156,1,6,
2147194,The Unwilling,,7,1959,,U5452,2147156,1,5,
2147199,Witness No Evil,,7,1959,,W3525,2147156,1,8,
2149507,Robert Montgomery Presents,,2,1950,,R1635,,,,1950-1957
2149509,A Case of Identity,,7,1954,,C2135,2149507,5,20,
2149510,A Christmas Gift,,7,1951,,C6235,2149507,3,8,
2149511,A Criminal Assignment,,7,1953,,C6542,2149507,5,7,
2149512,A Dream of Summer,,7,1954,,D6512,2149507,6,2,
2149513,A Matter of Conscience,,7,1956,,M3612,2149507,7,44,
2149514,A Matter of Dignity,,7,1955,,M3613,2149507,6,25,
2149515,A Matter of Luck,,7,1954,,M3614,2149507,5,53,
2149516,A Night for Dreaming,,7,1955,,N2316,2149507,6,17,
2149517,A Slice of Life,,7,1957,,S4214,2149507,8,30,
2149518,A Slightly Important Man,,7,1955,,S4234,2149507,6,45,
2149519,A Star Is Born,,7,1951,,S3621,2149507,2,12,
2149520,A Stone for His Son,,7,1955,,S3516,2149507,6,26,
2149521,A Summer Love,,7,1953,,S5641,2149507,4,46,
2149522,About Sara Caine,,7,1954,,A1326,2149507,5,50,
2149523,Adam's Son,,7,1956,,A3525,2149507,7,26,
2149524,Advice to the Lovelorn,,7,1952,,A3123,2149507,3,37,
2149525,After All These Years,,7,1956,,A1364,2149507,8,3,
2149526,Aftermath,,7,1956,,A1365,2149507,7,20,
2149527,All Expenses Paid,,7,1956,,A4215,2149507,7,37,
2149528,All Things Glad and Beautiful,,7,1953,,A4352,2149507,4,39,
2149529,Along Came Jones,,7,1955,,A4525,2149507,7,3,
2149530,Amahl and the Night Visitors,,7,1956,,A5453,2149507,8,16,
2149531,An Elephant for Peanuts,,7,1956,,E4153,2149507,7,42,
2149532,An Excuse for Shanks,,7,1956,,E2162,2149507,7,24,
2149533,An Inspector Calls,,7,1951,,I5212,2149507,3,5,
2149534,And Never Come Back,,7,1952,,A5351,2149507,3,25,
2149535,Anne's Story,,7,1953,,A5236,2149507,4,47,
2149536,Appointment in Samarra,,7,1953,,A1535,2149507,4,37,
2149537,Arrowsmith,,7,1950,,A6253,2149507,2,3,
2149538,Autumn Crocus,,7,1954,,A3526,2149507,6,4,
2149539,Bella Fleace Gave a Party,,7,1955,,B4142,2149507,6,32,
2149540,Betrayed,,7,1953,,B363,2149507,4,27,
2149541,Big Boy,,7,1954,,B21,2149507,5,34,
2149542,Breakdown,,7,1953,,B6235,2149507,5,6,
2149543,Bubbles,,7,1951,,B142,2149507,3,1,
2149544,Burden of Proof,,7,1953,,B6351,2149507,4,31,
2149545,Cakes and Ale,,7,1953,,C2534,2149507,5,9,
2149546,Candles for Theresa,,7,1952,,C5342,2149507,3,31,
2149547,Cashel Byron's Profession,,7,1952,,C2416,2149507,3,11,
2149548,Catch a Falling Star,,7,1956,,C3214,2149507,7,46,
2149549,Claire Ambler,,7,1952,,C4651,2149507,3,21,
2149550,Class of '67,,7,1951,,C421,2149507,3,9,
2149551,Coming of Age,,7,1955,,C5212,2149507,6,23,
2149552,Crisis at Sand Cave,,7,1957,,C6232,2149507,8,20,
2149553,Cry Silence,,7,1955,,C6245,2149507,7,10,
2149554,Dark Victory,,7,1951,,D6212,2149507,2,15,
2149555,David Copperfield: Part 1,,7,1954,,D1321,2149507,6,14,
2149556,David Copperfield: Part 2,,7,1954,,D1321,2149507,6,15,
2149557,Day of Grace,,7,1956,,D1262,2149507,7,45,
2149558,Deadline,,7,1955,,D345,2149507,6,20,
2149560,Death Insurance,,7,1956,,D3526,2149507,7,30,
2149559,Death and the Sky Above,,7,1955,,D3532,2149507,6,16,
2149561,Decision by Morning,,7,1955,,D2515,2149507,6,44,
2149562,Diary,,7,1954,,D6,2149507,6,1,
2149563,"Dinah, Kip, and Mr. Barlow",,7,1953,,D5215,2149507,4,26,
2149564,Don't Do Me Any Favors,,7,1956,,D5351,2149507,7,34,
2149565,Dr. Ed,,7,1954,,D63,2149507,6,12,
2149566,Dream No More,,7,1956,,D656,2149507,7,43,
2149567,Duet for Two Hands,,7,1953,,D3163,2149507,4,48,
2149568,Element of Risk,,7,1953,,E4531,2149507,4,23,
2149570,End of Morning,,7,1956,,E5315,2149507,7,25,
2149569,End of a Mission,,7,1954,,E5315,2149507,6,13,
2149571,End of the Rainbow,,7,1955,,E5313,2149507,7,12,
2149572,Eva? Caroline?,,7,1952,,E1264,2149507,3,13,
2149573,Faust '57,,7,1957,,F23,2149507,8,41,
2149574,Fear Street,,7,1957,,F6236,2149507,8,32,
2149575,For Love or Money,,7,1951,,F6416,2149507,2,20,
2149576,For These Services,,7,1954,,F6326,2149507,5,32,
2149577,Foreign Affair,,7,1954,,F6251,2149507,6,5,
2149578,Give and Take,,7,1957,,G1532,2149507,8,19,
2149579,"Good Friday, 1865",,7,1956,,G3163,2149507,7,22,
2149580,"Goodbye, Grey Flannel",,7,1956,,G3126,2149507,8,7,
2149581,Grass Roots,,7,1953,,G6263,2149507,4,51,
2149582,Great Expectations: Part 1,,7,1954,,G6321,2149507,5,42,
2149583,Great Expectations: Part 2,,7,1954,,G6321,2149507,5,43,
2149584,Guardian of the Clock,,7,1952,,G6351,2149507,3,19,
2149585,Half a Kingdom,,7,1953,,H4125,2149507,4,43,
2149586,"Happy Birthday, George",,7,1952,,H1632,2149507,3,18,
2149587,Harvest,,7,1953,,H6123,2149507,5,13,
2149588,His Name Was Death,,7,1957,,H2523,2149507,8,28,
2149589,Home Town,,7,1954,,H535,2149507,5,49,
2149590,Homecoming,,7,1954,,H5252,2149507,6,10,
2149591,Honored Guest,,7,1956,,H5632,2149507,7,39,
2149592,I Am Still Alive,,7,1951,,A5234,2149507,3,2,
2149593,I Wouldn't Want to Be in Your Shoes,,7,1951,,W4353,2149507,3,4,
2149595,In His Hands,,7,1954,,I5253,2149507,5,44,
2149594,In a Foreign City,,7,1955,,I5162,2149507,7,8,
2149596,Invitation to Murder,,7,1954,,I5135,2149507,5,51,
2149597,Isobel,,7,1955,,I214,2149507,7,11,
2149598,It Depends on You,,7,1955,,I3153,2149507,6,24,
2149599,It Happened in Paris,,7,1954,,I3153,2149507,5,47,
2149600,Jack Be Nimble,,7,1956,,J2151,2149507,7,35,
2149601,Joe's Boy,,7,1955,,J21,2149507,6,19,
2149602,Judith,,7,1954,,J3,2149507,6,11,
2149603,Keane vs. Keane,,7,1952,,K5125,2149507,4,8,
2149604,"Keep Your Head Up, Mr. Putnam",,7,1953,,K1631,2149507,4,19,
2149605,King of the Castle,,7,1952,,K5213,2149507,3,35,
2149606,Kiss and Tell,,7,1951,,K2534,2149507,2,9,
2149607,Kitty Foyle,,7,1950,,K314,2149507,1,2,
2149608,Ladies in Retirement,,7,1951,,L3256,2149507,2,18,
2149609,Land of Happiness,,7,1954,,L5315,2149507,5,26,
2149610,Late Love,,7,1955,,L341,2149507,6,47,
2149611,"Lila, My Love",,7,1952,,L4541,2149507,3,28,
2149612,Linda,,7,1953,,L53,2149507,4,36,
2149613,Longing for to Go,,7,1957,,L5252,2149507,8,35,
2149614,Lucifer,,7,1955,,L216,2149507,7,13,
